Benchmark,DisabledFlag,Flags,Time,Energy,Success
BT.C,-fbranch-target-load-optimize,-O3 -fno-align-labels -fbranch-target-load-optimize2 -fbtr-bb-exclusive -fno-code-hoisting -fconserve-stack -fdelayed-branch -fdelete-dead-exceptions -fno-devirtualize -fno-exceptions -fgcse-las -fgcse-sm -fno-graphite -fgraphite-identity -fno-indirect-inlining -fno-inline -fno-inline-functions-called-once -fno-ipa-icf -fno-ipa-pta -fno-ipa-reference -fno-ira-loop-pressure -fisolate-erroneous-paths-attribute -fno-ivopts -fkeep-gc-roots-live -flimit-function-alignment -flive-range-shrinkage -floop-nest-optimize -floop-parallelize-all -fmodulo-sched -fmodulo-sched-allow-regmoves -fomit-frame-pointer -fno-pack-struct -freg-struct-return -freschedule-modulo-scheduled-loops -fsched-pressure -fsched-spec-load -fsched-spec-load-dangerous -fsched-stalled-insns -fno-sched2-use-superblocks -fno-schedule-insns -fno-schedule-insns2 -fsel-sched-pipelining -fsel-sched-pipelining-outer-loops -fsel-sched-reschedule-pipelined -fselective-scheduling -fselective-scheduling2 -fshort-wchar -fno-split-paths -fno-split-wide-types -fstack-protector -ftracer -ftrapv -ftree-loop-distribution -ftree-lrs -ftree-vectorize -funconstrained-commons -funroll-all-loops -funroll-loops -funwind-tables -fvariable-expansion-in-unroller -fwrapv,38.46828,8900661067,True
BT.C,-fbranch-target-load-optimize,-O3 -fno-align-labels -fbranch-target-load-optimize2 -fbtr-bb-exclusive -fno-code-hoisting -fconserve-stack -fdelayed-branch -fdelete-dead-exceptions -fno-devirtualize -fno-exceptions -fgcse-las -fgcse-sm -fno-graphite -fgraphite-identity -fno-indirect-inlining -fno-inline -fno-inline-functions-called-once -fno-ipa-icf -fno-ipa-pta -fno-ipa-reference -fno-ira-loop-pressure -fisolate-erroneous-paths-attribute -fno-ivopts -fkeep-gc-roots-live -flimit-function-alignment -flive-range-shrinkage -floop-nest-optimize -floop-parallelize-all -fmodulo-sched -fmodulo-sched-allow-regmoves -fomit-frame-pointer -fno-pack-struct -freg-struct-return -freschedule-modulo-scheduled-loops -fsched-pressure -fsched-spec-load -fsched-spec-load-dangerous -fsched-stalled-insns -fno-sched2-use-superblocks -fno-schedule-insns -fno-schedule-insns2 -fsel-sched-pipelining -fsel-sched-pipelining-outer-loops -fsel-sched-reschedule-pipelined -fselective-scheduling -fselective-scheduling2 -fshort-wchar -fno-split-paths -fno-split-wide-types -fstack-protector -ftracer -ftrapv -ftree-loop-distribution -ftree-lrs -ftree-vectorize -funconstrained-commons -funroll-all-loops -funroll-loops -funwind-tables -fvariable-expansion-in-unroller -fwrapv,38.607646,8945908143,True
BT.C,-fbranch-target-load-optimize,-O3 -fno-align-labels -fbranch-target-load-optimize2 -fbtr-bb-exclusive -fno-code-hoisting -fconserve-stack -fdelayed-branch -fdelete-dead-exceptions -fno-devirtualize -fno-exceptions -fgcse-las -fgcse-sm -fno-graphite -fgraphite-identity -fno-indirect-inlining -fno-inline -fno-inline-functions-called-once -fno-ipa-icf -fno-ipa-pta -fno-ipa-reference -fno-ira-loop-pressure -fisolate-erroneous-paths-attribute -fno-ivopts -fkeep-gc-roots-live -flimit-function-alignment -flive-range-shrinkage -floop-nest-optimize -floop-parallelize-all -fmodulo-sched -fmodulo-sched-allow-regmoves -fomit-frame-pointer -fno-pack-struct -freg-struct-return -freschedule-modulo-scheduled-loops -fsched-pressure -fsched-spec-load -fsched-spec-load-dangerous -fsched-stalled-insns -fno-sched2-use-superblocks -fno-schedule-insns -fno-schedule-insns2 -fsel-sched-pipelining -fsel-sched-pipelining-outer-loops -fsel-sched-reschedule-pipelined -fselective-scheduling -fselective-scheduling2 -fshort-wchar -fno-split-paths -fno-split-wide-types -fstack-protector -ftracer -ftrapv -ftree-loop-distribution -ftree-lrs -ftree-vectorize -funconstrained-commons -funroll-all-loops -funroll-loops -funwind-tables -fvariable-expansion-in-unroller -fwrapv,38.587753,8985015489,True
BT.C,-fbranch-target-load-optimize,-O3 -fno-align-labels -fbranch-target-load-optimize2 -fbtr-bb-exclusive -fno-code-hoisting -fconserve-stack -fdelayed-branch -fdelete-dead-exceptions -fno-devirtualize -fno-exceptions -fgcse-las -fgcse-sm -fno-graphite -fgraphite-identity -fno-indirect-inlining -fno-inline -fno-inline-functions-called-once -fno-ipa-icf -fno-ipa-pta -fno-ipa-reference -fno-ira-loop-pressure -fisolate-erroneous-paths-attribute -fno-ivopts -fkeep-gc-roots-live -flimit-function-alignment -flive-range-shrinkage -floop-nest-optimize -floop-parallelize-all -fmodulo-sched -fmodulo-sched-allow-regmoves -fomit-frame-pointer -fno-pack-struct -freg-struct-return -freschedule-modulo-scheduled-loops -fsched-pressure -fsched-spec-load -fsched-spec-load-dangerous -fsched-stalled-insns -fno-sched2-use-superblocks -fno-schedule-insns -fno-schedule-insns2 -fsel-sched-pipelining -fsel-sched-pipelining-outer-loops -fsel-sched-reschedule-pipelined -fselective-scheduling -fselective-scheduling2 -fshort-wchar -fno-split-paths -fno-split-wide-types -fstack-protector -ftracer -ftrapv -ftree-loop-distribution -ftree-lrs -ftree-vectorize -funconstrained-commons -funroll-all-loops -funroll-loops -funwind-tables -fvariable-expansion-in-unroller -fwrapv,38.525227,8989650629,True
BT.C,-fbranch-target-load-optimize,-O3 -fno-align-labels -fbranch-target-load-optimize2 -fbtr-bb-exclusive -fno-code-hoisting -fconserve-stack -fdelayed-branch -fdelete-dead-exceptions -fno-devirtualize -fno-exceptions -fgcse-las -fgcse-sm -fno-graphite -fgraphite-identity -fno-indirect-inlining -fno-inline -fno-inline-functions-called-once -fno-ipa-icf -fno-ipa-pta -fno-ipa-reference -fno-ira-loop-pressure -fisolate-erroneous-paths-attribute -fno-ivopts -fkeep-gc-roots-live -flimit-function-alignment -flive-range-shrinkage -floop-nest-optimize -floop-parallelize-all -fmodulo-sched -fmodulo-sched-allow-regmoves -fomit-frame-pointer -fno-pack-struct -freg-struct-return -freschedule-modulo-scheduled-loops -fsched-pressure -fsched-spec-load -fsched-spec-load-dangerous -fsched-stalled-insns -fno-sched2-use-superblocks -fno-schedule-insns -fno-schedule-insns2 -fsel-sched-pipelining -fsel-sched-pipelining-outer-loops -fsel-sched-reschedule-pipelined -fselective-scheduling -fselective-scheduling2 -fshort-wchar -fno-split-paths -fno-split-wide-types -fstack-protector -ftracer -ftrapv -ftree-loop-distribution -ftree-lrs -ftree-vectorize -funconstrained-commons -funroll-all-loops -funroll-loops -funwind-tables -fvariable-expansion-in-unroller -fwrapv,38.792704,9053730147,True
BT.C,-fbranch-target-load-optimize2,-O3 -fno-align-labels -fbranch-target-load-optimize -fbtr-bb-exclusive -fno-code-hoisting -fconserve-stack -fdelayed-branch -fdelete-dead-exceptions -fno-devirtualize -fno-exceptions -fgcse-las -fgcse-sm -fno-graphite -fgraphite-identity -fno-indirect-inlining -fno-inline -fno-inline-functions-called-once -fno-ipa-icf -fno-ipa-pta -fno-ipa-reference -fno-ira-loop-pressure -fisolate-erroneous-paths-attribute -fno-ivopts -fkeep-gc-roots-live -flimit-function-alignment -flive-range-shrinkage -floop-nest-optimize -floop-parallelize-all -fmodulo-sched -fmodulo-sched-allow-regmoves -fomit-frame-pointer -fno-pack-struct -freg-struct-return -freschedule-modulo-scheduled-loops -fsched-pressure -fsched-spec-load -fsched-spec-load-dangerous -fsched-stalled-insns -fno-sched2-use-superblocks -fno-schedule-insns -fno-schedule-insns2 -fsel-sched-pipelining -fsel-sched-pipelining-outer-loops -fsel-sched-reschedule-pipelined -fselective-scheduling -fselective-scheduling2 -fshort-wchar -fno-split-paths -fno-split-wide-types -fstack-protector -ftracer -ftrapv -ftree-loop-distribution -ftree-lrs -ftree-vectorize -funconstrained-commons -funroll-all-loops -funroll-loops -funwind-tables -fvariable-expansion-in-unroller -fwrapv,38.787298,8943321592,True
BT.C,-fbranch-target-load-optimize2,-O3 -fno-align-labels -fbranch-target-load-optimize -fbtr-bb-exclusive -fno-code-hoisting -fconserve-stack -fdelayed-branch -fdelete-dead-exceptions -fno-devirtualize -fno-exceptions -fgcse-las -fgcse-sm -fno-graphite -fgraphite-identity -fno-indirect-inlining -fno-inline -fno-inline-functions-called-once -fno-ipa-icf -fno-ipa-pta -fno-ipa-reference -fno-ira-loop-pressure -fisolate-erroneous-paths-attribute -fno-ivopts -fkeep-gc-roots-live -flimit-function-alignment -flive-range-shrinkage -floop-nest-optimize -floop-parallelize-all -fmodulo-sched -fmodulo-sched-allow-regmoves -fomit-frame-pointer -fno-pack-struct -freg-struct-return -freschedule-modulo-scheduled-loops -fsched-pressure -fsched-spec-load -fsched-spec-load-dangerous -fsched-stalled-insns -fno-sched2-use-superblocks -fno-schedule-insns -fno-schedule-insns2 -fsel-sched-pipelining -fsel-sched-pipelining-outer-loops -fsel-sched-reschedule-pipelined -fselective-scheduling -fselective-scheduling2 -fshort-wchar -fno-split-paths -fno-split-wide-types -fstack-protector -ftracer -ftrapv -ftree-loop-distribution -ftree-lrs -ftree-vectorize -funconstrained-commons -funroll-all-loops -funroll-loops -funwind-tables -fvariable-expansion-in-unroller -fwrapv,38.262361,8926486607,True
BT.C,-fbranch-target-load-optimize2,-O3 -fno-align-labels -fbranch-target-load-optimize -fbtr-bb-exclusive -fno-code-hoisting -fconserve-stack -fdelayed-branch -fdelete-dead-exceptions -fno-devirtualize -fno-exceptions -fgcse-las -fgcse-sm -fno-graphite -fgraphite-identity -fno-indirect-inlining -fno-inline -fno-inline-functions-called-once -fno-ipa-icf -fno-ipa-pta -fno-ipa-reference -fno-ira-loop-pressure -fisolate-erroneous-paths-attribute -fno-ivopts -fkeep-gc-roots-live -flimit-function-alignment -flive-range-shrinkage -floop-nest-optimize -floop-parallelize-all -fmodulo-sched -fmodulo-sched-allow-regmoves -fomit-frame-pointer -fno-pack-struct -freg-struct-return -freschedule-modulo-scheduled-loops -fsched-pressure -fsched-spec-load -fsched-spec-load-dangerous -fsched-stalled-insns -fno-sched2-use-superblocks -fno-schedule-insns -fno-schedule-insns2 -fsel-sched-pipelining -fsel-sched-pipelining-outer-loops -fsel-sched-reschedule-pipelined -fselective-scheduling -fselective-scheduling2 -fshort-wchar -fno-split-paths -fno-split-wide-types -fstack-protector -ftracer -ftrapv -ftree-loop-distribution -ftree-lrs -ftree-vectorize -funconstrained-commons -funroll-all-loops -funroll-loops -funwind-tables -fvariable-expansion-in-unroller -fwrapv,38.777644,9020900774,True
BT.C,-fbranch-target-load-optimize2,-O3 -fno-align-labels -fbranch-target-load-optimize -fbtr-bb-exclusive -fno-code-hoisting -fconserve-stack -fdelayed-branch -fdelete-dead-exceptions -fno-devirtualize -fno-exceptions -fgcse-las -fgcse-sm -fno-graphite -fgraphite-identity -fno-indirect-inlining -fno-inline -fno-inline-functions-called-once -fno-ipa-icf -fno-ipa-pta -fno-ipa-reference -fno-ira-loop-pressure -fisolate-erroneous-paths-attribute -fno-ivopts -fkeep-gc-roots-live -flimit-function-alignment -flive-range-shrinkage -floop-nest-optimize -floop-parallelize-all -fmodulo-sched -fmodulo-sched-allow-regmoves -fomit-frame-pointer -fno-pack-struct -freg-struct-return -freschedule-modulo-scheduled-loops -fsched-pressure -fsched-spec-load -fsched-spec-load-dangerous -fsched-stalled-insns -fno-sched2-use-superblocks -fno-schedule-insns -fno-schedule-insns2 -fsel-sched-pipelining -fsel-sched-pipelining-outer-loops -fsel-sched-reschedule-pipelined -fselective-scheduling -fselective-scheduling2 -fshort-wchar -fno-split-paths -fno-split-wide-types -fstack-protector -ftracer -ftrapv -ftree-loop-distribution -ftree-lrs -ftree-vectorize -funconstrained-commons -funroll-all-loops -funroll-loops -funwind-tables -fvariable-expansion-in-unroller -fwrapv,38.609942,8987352128,True
BT.C,-fbranch-target-load-optimize2,-O3 -fno-align-labels -fbranch-target-load-optimize -fbtr-bb-exclusive -fno-code-hoisting -fconserve-stack -fdelayed-branch -fdelete-dead-exceptions -fno-devirtualize -fno-exceptions -fgcse-las -fgcse-sm -fno-graphite -fgraphite-identity -fno-indirect-inlining -fno-inline -fno-inline-functions-called-once -fno-ipa-icf -fno-ipa-pta -fno-ipa-reference -fno-ira-loop-pressure -fisolate-erroneous-paths-attribute -fno-ivopts -fkeep-gc-roots-live -flimit-function-alignment -flive-range-shrinkage -floop-nest-optimize -floop-parallelize-all -fmodulo-sched -fmodulo-sched-allow-regmoves -fomit-frame-pointer -fno-pack-struct -freg-struct-return -freschedule-modulo-scheduled-loops -fsched-pressure -fsched-spec-load -fsched-spec-load-dangerous -fsched-stalled-insns -fno-sched2-use-superblocks -fno-schedule-insns -fno-schedule-insns2 -fsel-sched-pipelining -fsel-sched-pipelining-outer-loops -fsel-sched-reschedule-pipelined -fselective-scheduling -fselective-scheduling2 -fshort-wchar -fno-split-paths -fno-split-wide-types -fstack-protector -ftracer -ftrapv -ftree-loop-distribution -ftree-lrs -ftree-vectorize -funconstrained-commons -funroll-all-loops -funroll-loops -funwind-tables -fvariable-expansion-in-unroller -fwrapv,38.566475,9010878120,True
BT.C,-fbtr-bb-exclusive,-O3 -fno-align-labels -fbranch-target-load-optimize -fbranch-target-load-optimize2 -fno-code-hoisting -fconserve-stack -fdelayed-branch -fdelete-dead-exceptions -fno-devirtualize -fno-exceptions -fgcse-las -fgcse-sm -fno-graphite -fgraphite-identity -fno-indirect-inlining -fno-inline -fno-inline-functions-called-once -fno-ipa-icf -fno-ipa-pta -fno-ipa-reference -fno-ira-loop-pressure -fisolate-erroneous-paths-attribute -fno-ivopts -fkeep-gc-roots-live -flimit-function-alignment -flive-range-shrinkage -floop-nest-optimize -floop-parallelize-all -fmodulo-sched -fmodulo-sched-allow-regmoves -fomit-frame-pointer -fno-pack-struct -freg-struct-return -freschedule-modulo-scheduled-loops -fsched-pressure -fsched-spec-load -fsched-spec-load-dangerous -fsched-stalled-insns -fno-sched2-use-superblocks -fno-schedule-insns -fno-schedule-insns2 -fsel-sched-pipelining -fsel-sched-pipelining-outer-loops -fsel-sched-reschedule-pipelined -fselective-scheduling -fselective-scheduling2 -fshort-wchar -fno-split-paths -fno-split-wide-types -fstack-protector -ftracer -ftrapv -ftree-loop-distribution -ftree-lrs -ftree-vectorize -funconstrained-commons -funroll-all-loops -funroll-loops -funwind-tables -fvariable-expansion-in-unroller -fwrapv,38.702209,8978356008,True
